review_id,beer_id,username,score
935,82120,MNBeerGeek,3.5
936,2018,scruffwhor,3.41
937,2018,williamherbert,3.93
938,2018,GJ40,4.03
939,2018,EPICAC,3.79
940,2018,RonfromJersey,3.07
941,2018,AltBock,3.68
942,2018,Magpie14,3.41
943,2018,RedDiamond,3.11
944,2018,jdense,3.8
945,2018,ATPete,2.53
946,2018,Docer,3.43
947,82120,tuckerlikesbeer,3.25
948,82120,Joey1566,3.75
949,82120,Chibeerguy1,3.75
950,2018,BuffaloTapHugger,3.97
951,2018,StJamesGate,3.85
952,2018,olmatty,4.13
953,2018,LilBeerDoctor,3.73
954,2018,midaszero,4.05
955,2018,Kendo,4.4
956,2018,bitterthebetter,4.35
957,2018,Spikester,3.95
958,2018,t0rin0,3.43
959,134305,Socialiste,4
960,134305,NJBeer265,3.25
961,2018,NittanyBeerFan,3.47
962,2018,blklab2007,3.7
963,2018,ClockworkOrange,3.58
964,82120,EJJ1848,3.75
965,82120,zestar,3.5
966,142974,tkdchampxi,3.98
967,142974,Blaze5445,3.67
968,142974,amalburg,3.31
